Description,Title,Location,Beds,Baths,Toilets,Is_new,Is_furnished,Is_serviced,Price
Serviced 4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SALE,"Orchid, Chevron Lekki Lagos",4.0,5.0,5.0,1,1,1,75000000
4 Bedroom Semi Detached Duplex+bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,4.0,5.0,5.0,1,1,0,130000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,4.0,5.0,1,1,0,120000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,5.0,5.0,1,1,1,180000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,1,0,150000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,5.0,6.0,6.0,1,1,0,120000000
4 Bedroom Terrace House,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,6.0,6.0,1,0,1,90000000
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,3.0,4.0,4.0,1,0,1,45000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,5.0,5.0,1,0,0,60000000
Fully Furnished 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,5.0,5.0,1,1,0,70000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,0,1,55000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,5.0,6.0,6.0,1,0,0,200000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,5.0,6.0,6.0,1,0,1,190000000
5 Bedroom Fully Detached House,5 BEDROOM HOUSE FOR SALE,Ligali Ayorinde Victoria Island Lagos,5.0,6.0,6.0,1,0,0,550000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,5.0,6.0,6.0,1,0,0,195000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,5.0,6.0,6.0,1,0,0,130000000
Luxury 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Toll Gate Lekki Lagos,4.0,5.0,5.0,1,0,1,77000000
4 Bedroom Fully Duplex,4 BEDROOM HOUSE FOR SALE,Idado Lekki Lagos,4.0,5.0,5.0,1,0,0,130000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,1,75000000
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,2.0,3.0,3.0,1,1,1,45000000
Serviced 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Chevron Estate Lekki Lagos,2.0,3.0,3.0,1,0,1,55000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,0,0,70000000
5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,5.0,6.0,6.0,1,0,0,450000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,6.0,6.0,1,0,0,420000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,0,0,52000000
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,2.0,3.0,3.0,1,0,0,60000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,5.0,6.0,6.0,1,0,0,200000000
Serviced 3 Bedroom Apartment,3 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,3.0,4.0,4.0,1,0,1,47000000
Exquisite 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,5.0,5.0,1,0,0,78000000
Luxury 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,0,0,145000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,0,0,220000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,95000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,6.0,6.0,1,1,0,380000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,5.0,6.0,6.0,1,1,0,140000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,140000000
Spacious 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,5.0,6.0,6.0,1,1,0,120000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,130000000
Beautiful 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,108000000
Classy 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,1,1,0,220000000
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,2.0,3.0,3.0,1,1,0,50000000
Spacious 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,70000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Igbo Efon Lekki Lagos,5.0,6.0,6.0,1,1,0,210000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,5.0,5.0,1,0,0,160000000
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,0,0,170000000
1 Bedroom Apartment,1 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,1.0,2.0,2.0,1,1,0,55000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,1,0,100000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki County Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,220000000
Beautiful 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,3.0,4.0,4.0,1,1,0,45000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,4.0,5.0,5.0,1,1,0,48000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,90000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,1,60000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,100000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,130000000
Beautiful 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,5.0,5.0,1,1,1,53000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,4.0,5.0,5.0,1,1,0,90000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,4.0,5.0,5.0,1,1,0,105000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,5.0,6.0,6.0,1,1,0,160000000
Beautiful 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,2.0,3.0,3.0,1,1,0,49500000
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,130000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,5.0,6.0,6.0,1,1,0,135000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,250000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,1,0,170000000
Beautiful 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,2.0,3.0,3.0,1,1,0,40000000
Beautiful 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki County Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,190000000
Luxury 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki County Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,300000000
Serviced 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,1,65000000
Serviced 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,60000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Toll Gate Chevron Lekki Lagos,5.0,6.0,6.0,1,0,0,200000000
2 Bedroom Manssionett,2 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,2.0,3.0,3.0,1,1,0,55000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,1,60000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Tollgate Lekki Lagos,4.0,5.0,5.0,1,1,0,120000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,4.0,5.0,5.0,1,1,0,75000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Lagos,5.0,5.0,5.0,1,0,0,350000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,95000000
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Ilasan Lekki Lagos,2.0,3.0,3.0,1,1,0,60000000
Exquisite 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,2.0,3.0,3.0,1,1,0,100000000
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,90000000
4 Bedroom Maisonette,4 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,4.0,5.0,5.0,1,1,0,300000000
Exquisite 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki County Homes Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,290000000
Furnished 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,75000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,5.0,5.0,1,1,0,320000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,6.0,6.0,1,1,0,400000000
5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Lagos,5.0,6.0,6.0,1,1,0,330000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,95000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,5.0,5.0,1,1,0,160000000
2 Bedroom Flat,2 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,2.0,3.0,3.0,1,0,1,43000000
Luxury 4 Bedroom Maisonette,4 BEDROOM HOUSE FOR SALE,Victoria Island Lagos,4.0,5.0,5.0,0,0,1,175000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,5.0,5.0,1,1,0,100000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,4.0,4.0,5.0,1,0,0,140000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,4.0,5.0,1,0,0,80000000
5 Bedroom Detached Duplex+bq,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,130000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Toll Gate Allong Lekki Conservation Center Lekki Lagos,4.0,5.0,5.0,1,0,1,63000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,0,0,85000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,5.0,6.0,6.0,1,1,0,350000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,0,0,170000000
5 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,0,0,75000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,5.0,5.0,6.0,1,1,0,130000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,1,0,130000000
6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,6.0,7.0,7.0,1,1,0,600000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,1,0,120000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,5.0,6.0,6.0,1,0,0,850000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,5.0,5.0,1,0,0,60000000
Luxury 3 Bedroom Apartment By Freedom Way Lekki Phase 1,3 BEDROOM FLAT / APARTMENT FOR SALE,By Freedom Way Lekki Phase 1 Lekki Lagos,3.0,3.0,4.0,0,0,1,110000000
4 Bedroom Semi Detached Home,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,0,0,84000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,70000000
Brand New 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,3.0,4.0,4.0,1,0,1,200000000
Exquisite 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,5.0,5.0,1,1,0,85000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,5.0,6.0,6.0,1,1,0,450000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,60000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,5.0,6.0,6.0,1,1,0,160000000
5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,5.0,6.0,6.0,1,1,1,600000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,75000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki County Homes Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,260000000
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,0,1,120000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,5.0,6.0,6.0,1,1,0,190000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,1,0,135000000
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,3.0,4.0,4.0,1,1,0,85000000
Newly Built 3bedroom Flat With Bq,3 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,3.0,4.0,4.0,1,0,1,78000000
5 Bedroom Detached House,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,5.0,6.0,6.0,1,0,0,140000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Lagos,5.0,6.0,6.0,1,0,0,390000000
Luxury 6 Bedroom Fully Detached Duplex,6 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,6.0,7.0,7.0,1,1,0,650000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,145000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,85000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,1,0,135000000
Furnished 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,2.0,3.0,3.0,1,1,0,100000000
Beautiful 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,80000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,0,0,160000000
Luxury 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,5.0,6.0,6.0,1,0,0,95000000
Spacious 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,85000000
Finished 3 Bedroom Apartment,3 BEDROOM HOUSE FOR SALE,Parkview Estate Ikoyi Lagos,3.0,4.0,4.0,1,0,1,210000000
1 Bedroom Apartment,1 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,1.0,1.0,1.0,1,1,1,180000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,0,1,85000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Megamound Lekki Lagos,5.0,5.0,6.0,1,1,0,220000000
Beautiful 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Banana Island Ikoyi Lagos,2.0,3.0,3.0,1,0,1,220000000
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,120000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,6.0,6.0,1,1,0,650000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,6.0,6.0,1,0,0,95000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,5.0,6.0,6.0,1,0,0,450000000
Luxury 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,2.0,2.0,3.0,1,1,1,350000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Off Platinum Way Ikate Lekki Lagos,4.0,5.0,5.0,1,0,0,115000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Royal Gardens Ajah Lagos,5.0,6.0,6.0,1,1,0,200000000
Exquisite 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,4.0,5.0,5.0,1,1,0,75000000
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,4.0,5.0,1,1,0,120000000
Filling Station,COMMERCIAL PROPERTY FOR SALE,Alasia Oshodi Lagos,0.0,0.0,0.0,0,0,0,1200000000
Luxury 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,5.0,6.0,6.0,1,1,0,550000000
Finished 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Palm E Ajah Lagos,5.0,6.0,6.0,1,0,0,110000000
Beautiful 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,5.0,6.0,6.0,1,1,0,160000000
"Newly Built, 2 Floor 4 Bedroom Semi Detached Duplex",4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,0,0,130000000
Luxury 4 Bedroom Penthouse,4 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,4.0,4.0,5.0,1,1,1,950000000
Beautiful 5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,5.0,6.0,6.0,1,1,0,310000000
Luxury 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,6.0,6.0,1,1,0,600000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki County Megamound Ikota Lekki Lagos,4.0,5.0,5.0,1,0,0,170000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,1,1,0,162000000
Exotic 4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,250000000
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,3.0,4.0,4.0,1,1,1,100000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,0,0,5000000
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SALE,Ikoyi Lagos,3.0,4.0,4.0,1,1,0,460000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,5.0,5.0,6.0,1,1,1,190000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,4.0,5.0,5.0,1,1,0,138000000
Beautiful 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,2.0,3.0,3.0,1,1,0,40000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,4.0,5.0,5.0,1,0,0,47000000
Fully Detached 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,0,0,115000000
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,5.0,6.0,6.0,1,0,0,150000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,75000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,4.0,5.0,5.0,1,1,0,130000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,5.0,6.0,6.0,1,1,0,130000000
Beautiful 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,65000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,78000000
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,130000000
Beautiful 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,4.0,4.0,5.0,1,1,0,95000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Nicon Town Lekki Lagos,5.0,6.0,6.0,1,1,0,780000000
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,4.0,5.0,5.0,1,1,0,110000000
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Off Meadow Hall Ikate Lekki Lagos,2.0,3.0,3.0,1,1,1,90000000
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,130000000
Luxury 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Old Ikoyi Ikoyi Lagos,5.0,6.0,6.0,1,1,0,1030000000
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,2.0,3.0,3.0,1,0,1,45000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,4.0,5.0,5.0,1,1,0,185000000
Beautiful 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,5.0,5.0,6.0,1,1,0,130000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Off Admiralty Way Lekki Lagos,5.0,6.0,6.0,1,0,0,320000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,5.0,6.0,6.0,1,1,0,500000000
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,4.0,5.0,5.0,1,1,0,120000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,5.0,6.0,6.0,1,1,0,130000000
6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,6.0,7.0,7.0,1,0,0,270000000
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Toll Gate Chevron Lekki Lagos,4.0,5.0,5.0,1,0,1,60000000
5 Bedroom Detached Duplex+ Bq,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,5.0,6.0,6.0,1,1,0,190000000
5 Bedroom Penthouse,5 BEDROOM FLAT / APARTMENT FOR SALE,Banana Island Ikoyi Lagos,5.0,5.0,6.0,1,0,1,1300000000
5 Bedroom Terraced Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,5.0,6.0,6.0,1,1,0,180000000
4 Bedroom Penthouse,4 BEDROOM HOUSE FOR SALE,Old Ikoyi Ikoyi Lagos,4.0,5.0,5.0,1,1,0,950000000
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,5.0,6.0,6.0,1,0,0,75000000
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,5.0,6.0,6.0,1,1,0,310000000
